"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-12 17:00","2022","07","12","17:00","23.3","","13.7","","55","","0.0","","19","","6","","","","99.45","","26","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-12 18:00","2022","07","12","18:00","21.5","","12.7","","57","","0.0","","19","","7","","","","99.42","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-12 19:00","2022","07","12","19:00","20.1","","13.0","","64","","0.0","","19","","7","","","","99.41","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-12 20:00","2022","07","12","20:00","18.2","","14.0","","77","","0.0","","19","","6","","","","99.40","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-12 21:00","2022","07","12","21:00","16.7","","14.2","","85","","0.0","","17","","4","","","","99.44","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-12 22:00","2022","07","12","22:00","16.5","","14.7","","89","","0.0","","18","","2","","","","99.46","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-12 23:00","2022","07","12","23:00","16.9","","15.1","","89","","0.0","","18","","3","","","","99.39","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 00:00","2022","07","13","00:00","17.1","","15.5","","91","","0.0","","20","","3","","","","99.36","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 01:00","2022","07","13","01:00","17.4","","15.8","","91","","0.0","","19","","3","","","","99.32","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 02:00","2022","07","13","02:00","17.5","","16.2","","92","","0.0","","19","","3","","","","99.28","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 03:00","2022","07","13","03:00","18.2","","17.1","","93","","0.0","","20","","3","","","","99.28","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 04:00","2022","07","13","04:00","18.7","","17.7","","94","","0.0","","19","","6","","","","99.27","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 05:00","2022","07","13","05:00","18.9","","18.0","","95","","0.0","","21","","5","","","","99.29","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 06:00","2022","07","13","06:00","19.5","","18.0","","91","","0.0","","22","","9","","","","99.32","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 07:00","2022","07","13","07:00","19.9","","17.8","","88","","0.0","","23","","7","","","","99.36","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 08:00","2022","07","13","08:00","20.3","","18.0","","87","","0.0","","23","","7","","","","99.41","","26","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 09:00","2022","07","13","09:00","22.2","","18.3","","78","","0.0","","23","","8","","","","99.41","","28","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 10:00","2022","07","13","10:00","24.8","","18.8","","70","","0.0","","21","","8","","","","99.42","","31","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 11:00","2022","07","13","11:00","26.5","","18.4","","61","","0.0","","22","","8","","","","99.42","","33","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 12:00","2022","07","13","12:00","28.4","","19.8","","60","","0.0","","22","","8","","","","99.42","","36","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 13:00","2022","07","13","13:00","29.3","","18.2","","51","","0.0","","22","","8","","","","99.40","","35","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 14:00","2022","07","13","14:00","29.9","","18.3","","50","","0.0","","23","","8","","","","99.39","","36","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 15:00","2022","07","13","15:00","30.3","","17.1","","45","","0.0","","23","","9","","","","99.40","","36","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 16:00","2022","07","13","16:00","28.9","","17.4","","50","","0.0","","26","","5","","","","99.43","","34","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 17:00","2022","07","13","17:00","28.9","","15.9","","45","","0.0","","27","","6","","","","99.48","","33","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 18:00","2022","07","13","18:00","26.7","","15.0","","49","","0.0","","28","","3","","","","99.54","","31","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 19:00","2022","07","13","19:00","25.0","","15.5","","56","","0.0","","27","","3","","","","99.57","","29","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 20:00","2022","07","13","20:00","21.0","","15.9","","73","","0.0","","28","","1","","","","99.64","","26","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 21:00","2022","07","13","21:00","18.6","","15.3","","81","","0.2","","35","","2","","","","99.71","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 22:00","2022","07","13","22:00","17.0","","14.8","","87","","0.0","","0","","1","","","","99.76","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-13 23:00","2022","07","13","23:00","16.0","","14.7","","92","","0.0","","0","","1","","","","99.79","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 00:00","2022","07","14","00:00","15.3","","14.2","","93","","0.0","","","","0","","","","99.84","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 01:00","2022","07","14","01:00","14.6","","13.8","","95","","0.0","","","","0","","","","99.85","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 02:00","2022","07","14","02:00","13.8","","13.1","","96","","0.0","","","","0","","","","99.85","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 03:00","2022","07","14","03:00","14.2","","13.5","","96","","0.0","","36","","2","","","","99.88","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 04:00","2022","07","14","04:00","15.0","","14.3","","95","","0.0","","36","","4","","","","99.91","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 05:00","2022","07","14","05:00","14.4","","13.9","","96","","0.2","","35","","1","","","","99.96","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 06:00","2022","07","14","06:00","15.8","","15.3","","97","","0.0","","","","0","","","","100.02","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 07:00","2022","07","14","07:00","18.3","","15.7","","85","","0.3","","2","","1","","","","100.05","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 08:00","2022","07","14","08:00","20.6","","16.1","","75","","0.0","","34","","3","","","","100.07","","25","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 09:00","2022","07","14","09:00","23.6","","17.2","","67","","0.0","","21","","1","","","","100.07","","29","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 10:00","2022","07","14","10:00","24.8","","17.7","","65","","0.0","","20","","3","","","","100.10","","31","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 11:00","2022","07","14","11:00","26.0","","17.4","","59","","0.0","","19","","4","","","","100.13","","32","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 12:00","2022","07","14","12:00","27.7","","16.1","","49","","0.0","","18","","5","","","","100.12","","32","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 13:00","2022","07","14","13:00","28.8","","16.1","","46","","0.0","","13","","3","","","","100.08","","33","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 14:00","2022","07","14","14:00","26.7","","17.5","","57","","0.0","","9","","3","","","","100.06","","32","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 15:00","2022","07","14","15:00","25.2","","17.8","","64","","0.0","","12","","2","","","","100.07","","31","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 16:00","2022","07","14","16:00","24.5","","17.2","","64","","0.0","","10","","4","","","","100.05","","30","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 17:00","2022","07","14","17:00","22.5","","17.1","","72","","0.0","","15","","5","","","","100.06","","28","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 18:00","2022","07","14","18:00","19.6","","17.2","","86","","0.0","","16","","2","","","","100.08","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 19:00","2022","07","14","19:00","18.6","","16.9","","90","","0.0","","20","","3","","","","100.12","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 20:00","2022","07","14","20:00","17.3","","16.2","","93","","0.0","","15","","2","","","","100.10","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 21:00","2022","07","14","21:00","16.5","","15.7","","95","","0.0","","20","","2","","","","100.12","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 22:00","2022","07","14","22:00","16.0","","15.4","","97","","0.0","","20","","2","","","","100.10","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-14 23:00","2022","07","14","23:00","15.8","","15.3","","97","","0.0","","20","","2","","","","100.10","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 00:00","2022","07","15","00:00","14.8","","14.3","","97","","0.0","","21","","5","","","","100.06","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 01:00","2022","07","15","01:00","14.4","","14.0","","98","","0.0","","15","","3","","","","100.03","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 02:00","2022","07","15","02:00","14.2","","13.9","","98","","0.0","","0","","1","","","","99.99","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 03:00","2022","07","15","03:00","14.0","","13.7","","98","","0.0","","21","","3","","","","100.00","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 04:00","2022","07","15","04:00","13.8","","13.5","","98","","0.0","","21","","3","","","","99.97","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 05:00","2022","07","15","05:00","13.5","","13.3","","98","","0.0","","22","","1","","","","99.98","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 06:00","2022","07","15","06:00","14.0","","13.8","","99","","0.0","","","","0","","","","100.00","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 07:00","2022","07","15","07:00","15.0","","14.7","","99","","0.0","","34","","3","","","","100.03","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 08:00","2022","07","15","08:00","17.6","","17.3","","98","","0.3","","33","","3","","","","100.01","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 09:00","2022","07","15","09:00","19.3","","16.4","","83","","0.0","","26","","5","","","","100.00","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 10:00","2022","07","15","10:00","21.2","","16.5","","75","","0.0","","24","","4","","","","99.99","","26","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 11:00","2022","07","15","11:00","22.5","","17.3","","73","","0.0","","32","","5","","","","100.03","","28","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 12:00","2022","07","15","12:00","23.9","","17.6","","68","","0.0","","29","","5","","","","100.04","","30","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 13:00","2022","07","15","13:00","22.3","","16.2","","68","","0.0","","34","","6","","","","100.03","","27","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 14:00","2022","07","15","14:00","23.4","","16.1","","63","","0.0","","31","","5","","","","100.02","","28","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 15:00","2022","07","15","15:00","24.0","","15.6","","59","","0.0","","32","","6","","","","100.03","","28","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 16:00","2022","07","15","16:00","24.2","","15.2","","57","","0.0","","33","","5","","","","100.06","","28","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 17:00","2022","07","15","17:00","23.5","","13.8","","55","","0.0","","33","","5","","","","100.07","","27","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 18:00","2022","07","15","18:00","22.0","","13.4","","58","","0.0","","32","","6","","","","100.08","","25","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 19:00","2022","07","15","19:00","21.0","","14.2","","65","","0.0","","31","","1","","","","100.13","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 20:00","2022","07","15","20:00","17.4","","14.7","","84","","0.0","","","","0","","","","100.20","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 21:00","2022","07","15","21:00","16.0","","14.3","","90","","0.0","","26","","1","","","","100.26","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 22:00","2022","07","15","22:00","14.7","","13.5","","93","","0.0","","0","","1","","","","100.29","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-15 23:00","2022","07","15","23:00","13.8","","13.0","","95","","0.0","","","","0","","","","100.30","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 00:00","2022","07","16","00:00","12.8","","12.1","","96","","0.0","","","","0","","","","100.30","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 01:00","2022","07","16","01:00","11.8","","11.3","","96","","0.0","","","","0","","","","100.29","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 02:00","2022","07","16","02:00","11.5","","11.0","","97","","0.0","","","","0","","","","100.31","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 03:00","2022","07","16","03:00","10.9","","10.4","","97","","0.0","","","","0","","","","100.33","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 04:00","2022","07","16","04:00","10.8","","10.4","","97","","0.0","","","","0","","","","100.35","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 05:00","2022","07","16","05:00","10.1","","9.7","","98","","0.0","","","","0","","","","100.38","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 06:00","2022","07","16","06:00","12.1","","11.8","","98","","0.0","","","","0","","","","100.40","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 07:00","2022","07","16","07:00","15.0","","13.9","","93","","0.0","","0","","1","","","","100.41","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 08:00","2022","07","16","08:00","19.9","","14.5","","71","","0.0","","0","","1","","","","100.44","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 09:00","2022","07","16","09:00","23.1","","13.5","","55","","0.0","","26","","6","","","","100.43","","26","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 10:00","2022","07","16","10:00","25.0","","11.0","","41","","0.0","","25","","9","","","","100.39","","27","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 11:00","2022","07","16","11:00","27.0","","13.1","","42","","0.0","","25","","6","","","","100.36","","30","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 12:00","2022","07","16","12:00","27.4","","11.2","","36","","0.0","","25","","11","","","","100.32","","29","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 13:00","2022","07","16","13:00","27.7","","12.3","","39","","0.0","","26","","6","","","","100.31","","30","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 14:00","2022","07","16","14:00","27.1","","10.3","","35","","0.0","","24","","8","","","","100.29","","29","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 15:00","2022","07","16","15:00","27.2","","10.3","","35","","0.0","","25","","7","","","","100.27","","29","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 16:00","2022","07","16","16:00","25.8","","11.6","","41","","0.0","","24","","9","","","","100.27","","28","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 17:00","2022","07","16","17:00","26.5","","10.6","","37","","0.0","","25","","7","","","","100.24","","28","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 18:00","2022","07","16","18:00","24.8","","8.6","","36","","0.0","","25","","10","","","","100.24","","25","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 19:00","2022","07","16","19:00","22.9","","11.4","","48","","0.0","","23","","3","","","","100.24","","25","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 20:00","2022","07","16","20:00","19.9","","12.5","","63","","0.0","","24","","3","","","","100.25","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 21:00","2022","07","16","21:00","17.0","","12.1","","73","","0.2","","","","0","","","","100.31","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 22:00","2022","07","16","22:00","15.7","","12.2","","80","","0.0","","","","0","","","","100.33","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-16 23:00","2022","07","16","23:00","14.6","","12.3","","86","","0.0","","","","0","","","","100.32","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 00:00","2022","07","17","00:00","14.0","","12.7","","92","","0.0","","","","0","","","","100.35","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 01:00","2022","07","17","01:00","13.5","","12.5","","94","","0.0","","","","0","","","","100.33","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 02:00","2022","07","17","02:00","13.2","","12.4","","95","","0.0","","","","0","","","","100.30","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 03:00","2022","07","17","03:00","12.9","","12.2","","96","","0.0","","","","0","","","","100.26","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 04:00","2022","07","17","04:00","12.3","","11.7","","96","","0.0","","","","0","","","","100.23","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 05:00","2022","07","17","05:00","11.7","","11.1","","96","","0.3","","","","0","","","","100.24","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 06:00","2022","07","17","06:00","13.2","","12.6","","96","","0.0","","","","0","","","","100.24","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 07:00","2022","07","17","07:00","15.9","","13.0","","83","","0.3","","19","","1","","","","100.24","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 08:00","2022","07","17","08:00","19.4","","13.1","","67","","0.0","","20","","4","","","","100.23","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 09:00","2022","07","17","09:00","22.6","","15.8","","66","","0.0","","22","","8","","","","100.20","","27","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 10:00","2022","07","17","10:00","24.9","","16.3","","59","","0.0","","22","","9","","","","100.17","","30","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 11:00","2022","07","17","11:00","26.7","","14.6","","47","","0.0","","21","","10","","","","100.15","","30","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 12:00","2022","07","17","12:00","27.5","","14.4","","45","","0.0","","22","","9","","","","100.13","","31","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 13:00","2022","07","17","13:00","27.7","","15.3","","47","","0.0","","22","","10","","","","100.10","","32","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 14:00","2022","07","17","14:00","27.6","","14.9","","46","","0.0","","23","","11","","","","100.04","","32","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 15:00","2022","07","17","15:00","27.4","","15.9","","49","","0.0","","22","","8","","","","100.01","","32","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 16:00","2022","07","17","16:00","27.2","","12.9","","41","","0.0","","25","","13","","","","100.00","","30","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 17:00","2022","07","17","17:00","26.7","","14.1","","46","","0.0","","24","","12","","","","99.97","","30","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 18:00","2022","07","17","18:00","25.6","","15.1","","53","","0.0","","23","","9","","","","99.98","","30","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 19:00","2022","07","17","19:00","24.1","","14.4","","55","","0.0","","22","","5","","","","100.03","","28","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 20:00","2022","07","17","20:00","22.0","","14.3","","62","","0.0","","23","","5","","","","100.08","","26","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 21:00","2022","07","17","21:00","18.6","","14.5","","77","","0.0","","25","","4","","","","100.16","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 22:00","2022","07","17","22:00","17.2","","14.6","","85","","0.0","","","","0","","","","100.12","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-17 23:00","2022","07","17","23:00","16.0","","14.3","","90","","0.0","","","","0","","","","100.11","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 00:00","2022","07","18","00:00","15.4","","14.5","","94","","0.0","","","","0","","","","100.13","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 01:00","2022","07","18","01:00","15.0","","14.2","","95","","0.0","","","","0","","","","100.16","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 02:00","2022","07","18","02:00","14.7","","14.0","","96","","0.0","","","","0","","","","100.13","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 03:00","2022","07","18","03:00","14.4","","13.7","","96","","0.0","","","","0","","","","100.13","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 04:00","2022","07","18","04:00","14.1","","13.5","","96","","0.0","","","","0","","","","100.13","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 05:00","2022","07","18","05:00","13.6","","13.1","","97","","0.0","","","","0","","","","100.16","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 06:00","2022","07","18","06:00","14.6","","14.1","","97","","0.0","","","","0","","","","100.14","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 07:00","2022","07","18","07:00","17.1","","16.6","","97","","0.0","","0","","1","","","","100.12","","","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 08:00","2022","07","18","08:00","21.2","","17.9","","81","","0.0","","21","","3","","","","100.14","","27","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 09:00","2022","07","18","09:00","23.4","","18.0","","72","","0.0","","21","","5","","","","100.11","","29","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 10:00","2022","07","18","10:00","26.5","","19.0","","64","","0.0","","23","","7","","","","100.10","","33","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 11:00","2022","07","18","11:00","28.7","","20.0","","60","","0.0","","24","","6","","","","100.03","","36","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 12:00","2022","07","18","12:00","29.5","","18.2","","51","","0.0","","22","","11","","","","100.00","","36","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 13:00","2022","07","18","13:00","29.5","","19.5","","55","","0.0","","22","","8","","","","99.95","","37","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 14:00","2022","07","18","14:00","30.8","","19.4","","51","","0.0","","23","","11","","","","99.90","","38","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 15:00","2022","07","18","15:00","30.2","","17.5","","47","","0.0","","23","","12","","","","99.85","","36","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 16:00","2022","07","18","16:00","29.1","","16.3","","46","","0.0","","24","","13","","","","99.86","","34","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 17:00","2022","07","18","17:00","28.0","","16.3","","49","","0.0","","22","","10","","","","99.86","","33","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 18:00","2022","07","18","18:00","26.1","","18.2","","62","","0.0","","22","","6","","","","99.83","","32","","","","NA"
"-64.46","44.73","EMERGENCY WEATHER STATION #2","8202195","2022-07-18 19:00","2022","07","18","19:00","24.4","","16.9","","63","","0.0","","21","","6","","","","99.82","","30","","","","NA"
